epoch,0_conv_1x1_parts_accuracy,0_conv_1x1_parts_loss,1_conv_1x1_parts_accuracy,1_conv_1x1_parts_loss,loss
0,0.2556142,0.71923786,0.25103444,0.5852026,1.3044404829370564
