epoch,0_conv_1x1_parts_accuracy,0_conv_1x1_parts_loss,1_conv_1x1_parts_accuracy,1_conv_1x1_parts_loss,loss
0,0.2550817,0.5877728,0.2640644,0.57956076,1.167333655316254
