epoch,accuracy,loss
0,0.2673382,0.6995058280640635
1,0.23975661,0.11236972849944542
2,0.27371112,0.06733962842102709
3,0.25045776,0.03949001669112978
4,0.24223275,0.023657090126954276
5,0.2422117,0.01842077095703832
6,0.24083947,0.01398851022381207
7,0.25631818,0.011418060768909496
8,0.24817,0.008472258241140637
9,0.24018176,0.007199030465863902
