epoch,accuracy,loss
0,0.25185177,1.0073683176721846
1,0.24992044,0.5865220555237362
2,0.24726759,0.3964175283908844
3,0.24379839,0.2678513952663967
4,0.24409594,0.18599466660193034
5,0.23564366,0.1362341951046671
6,0.24456896,0.10987808182835579
7,0.24346706,0.08562280078019414
8,0.23050472,0.06681788180555616
9,0.24458967,0.056498145418507714
