epoch,0_conv_1x1_parts_accuracy,0_conv_1x1_parts_loss,1_conv_1x1_parts_accuracy,1_conv_1x1_parts_loss,loss
0,0.2565939,0.6019588,0.22465357,0.6708642,1.2728230542150036
